Embedding,Loss_final,R2_eval,Loss_eval,R2_tst,Loss_tst,Loss_nodes
10,0.005578671582043171,0.8736315369606018,0.005535646341741085,0.8597948397399499,0.005947187542915344,"[0.0034682152327150106, 0.002762139542028308, 0.00376167637296021, 0.006899469997733831, 0.00756186805665493, 0.008298970758914948, 0.004579544998705387, 0.00792493112385273, 0.008189884014427662, 0.00685800239443779, 0.007848352193832397, 0.0044908360578119755, 0.0023067095316946507, 0.003787008812651038, 0.004505669232457876, 0.00409756088629365, 0.009793066419661045, 0.006110007409006357, 0.00788179412484169, 0.009871190413832664, 0.007257040590047836, 0.002368301386013627, 0.006163059268146753]"
20,0.0053048585541546345,0.8789723515510559,0.005307347979396582,0.8704415915530999,0.005562294274568558,"[0.002030534204095602, 0.0026727989315986633, 0.0037165603134781122, 0.006226354278624058, 0.007722217123955488, 0.008229431696236134, 0.004671570844948292, 0.00728223193436861, 0.008040239103138447, 0.006078742910176516, 0.0078054326586425304, 0.004497595131397247, 0.0022778513375669718, 0.003112461883574724, 0.003895431524142623, 0.0042211622931063175, 0.008542707189917564, 0.006227709818631411, 0.007283590268343687, 0.00842532329261303, 0.007224636152386665, 0.00235579302534461, 0.0053923907689750195]"
40,0.004686116240918636,0.8947427272796631,0.004566308110952377,0.8858399319225383,0.004808788187801838,"[0.0017945230938494205, 0.0022093120496720076, 0.0031645495910197496, 0.0052772932685911655, 0.006476993672549725, 0.007171642035245895, 0.003943740390241146, 0.006330954376608133, 0.007032859604805708, 0.005251654889434576, 0.006779144983738661, 0.0038440327625721693, 0.002038422506302595, 0.002633180934935808, 0.003225242020562291, 0.003528598230332136, 0.007670379709452391, 0.0052675106562674046, 0.006113048642873764, 0.007536977529525757, 0.006308009847998619, 0.0020491979084908962, 0.0049548400565981865]"
60,0.004068754613399506,0.9012256860733032,0.0040658810175955296,0.8895724195566387,0.004431421868503094,"[0.0017909426242113113, 0.0020690036471933126, 0.0028861830942332745, 0.004799133166670799, 0.005697216372936964, 0.006633972283452749, 0.003487479640170932, 0.00588587811216712, 0.006563765928149223, 0.004916429053992033, 0.006246665958315134, 0.003525821026414633, 0.001792405266314745, 0.002331644529476762, 0.002833215519785881, 0.0030857757665216923, 0.007381081581115723, 0.004759628791362047, 0.005433074664324522, 0.007270959205925465, 0.0058824908919632435, 0.0017283763736486435, 0.004921531770378351]"
