Embedding,Loss_final,R2_eval,Loss_eval,R2_tst,Loss_tst,Loss_nodes
10,0.0040578353218734264,-1.156509518623352,0.003504079068079591,-1.2243926699623795,0.0035292739048600197,"[0.0022105786483734846, 0.001857197959907353, 0.002548975870013237, 0.0038354559801518917, 0.004465797450393438, 0.005508182570338249, 0.0027796330396085978, 0.004085857421159744, 0.005502650979906321, 0.004103372804820538, 0.005227216053754091, 0.003321184078231454, 0.001794716576114297, 0.002233021892607212, 0.002466385019943118, 0.0027157217264175415, 0.0035705212503671646, 0.0037357863038778305, 0.00424202298745513, 0.00441588182002306, 0.004728992003947496, 0.0018572091357782483, 0.00396694615483284]"
20,0.004451780114322901,-1.1776807308197021,0.0035806121304631233,-1.315745579945062,0.003825661726295948,"[0.002167663536965847, 0.0017615051474422216, 0.002629657741636038, 0.0042447117157280445, 0.005330224521458149, 0.0058995941653847694, 0.0032442600931972265, 0.004470489453524351, 0.005729431752115488, 0.004550355486571789, 0.005616388749331236, 0.0034353083465248346, 0.0019140219083055854, 0.002438855357468128, 0.002728174440562725, 0.0030420294497162104, 0.004055501893162727, 0.0041588605381548405, 0.004961520433425903, 0.004719814285635948, 0.005004290957003832, 0.001998827327042818, 0.003888722974807024]"
40,0.0038822125643491745,-1.2745122909545898,0.003596130758523941,-1.3375158832701386,0.0035580971743911505,"[0.0023157955147325993, 0.0019754262175410986, 0.0026347388047724962, 0.00384076707996428, 0.004284362308681011, 0.005490930750966072, 0.0027326783165335655, 0.004093445371836424, 0.005541164427995682, 0.004039107821881771, 0.005209330469369888, 0.0034107689280062914, 0.0018446845933794975, 0.002328671980649233, 0.002546312054619193, 0.002768623875454068, 0.003564442042261362, 0.0037506078369915485, 0.004126918502151966, 0.004460454918444157, 0.004775702487677336, 0.0019599709194153547, 0.004141329322010279]"
60,0.0037785011809319258,-1.3250231742858887,0.003597205737605691,-1.3695187680624747,0.0035116448998451233,"[0.0023908603470772505, 0.0020713824778795242, 0.0026651034131646156, 0.003742080181837082, 0.004050010349601507, 0.005385861732065678, 0.0026605287566781044, 0.003989999182522297, 0.005446815397590399, 0.003929111175239086, 0.005113409366458654, 0.0034147517289966345, 0.0019185724668204784, 0.0023178684059530497, 0.0025119648780673742, 0.0027246156241744757, 0.003453427692875266, 0.0036615771241486073, 0.0039408220909535885, 0.004401884973049164, 0.004726098384708166, 0.001982876332476735, 0.0042682127095758915]"
