nb_block,nb_chev_filter,nb_time_filter,time_strides,hidden,Loss_final,Accuracy_eval,Precision_eval,Recall_eval,F1_eval,Loss_eval,Loss_tst,Accuracy_tst,Precision_tst,Recall_tst,F1_tst
1,8,8,2,100,1.5785824060440063,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.518165946006775,1.5595942735671997,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
1,8,8,5,20,1.3446260690689087,0.5425641025641026,0.2831511786218638,0.367032967032967,0.29664226835223706,1.3430546522140503,1.4141905307769775,0.5,0.32539682539682535,0.4333333333333334,0.35423510466988734
1,8,8,5,50,1.2697622776031494,0.5833333333333334,0.34396979109648984,0.47399630541871923,0.3872920333449511,1.269201636314392,1.3640024662017822,0.5238095238095238,0.36944444444444446,0.4731115144182295,0.39242474001094685
1,8,8,5,80,1.2165660858154297,0.5838461538461538,0.36859768196295717,0.4655267146646457,0.38879386299182134,1.297516942024231,1.35343599319458,0.5357142857142857,0.3756530214424951,0.47796934865900376,0.4085943906839429
1,8,8,5,100,1.176570177078247,0.5792307692307693,0.35129457836984496,0.47656261841606656,0.39258962435510986,1.215192198753357,1.2192665338516235,0.7023809523809523,0.5436842105263158,0.6402500504133897,0.5771838331160365
1,8,8,10,20,1.1866556406021118,0.5951282051282051,0.3547767765166068,0.478397120121258,0.39518219111283764,1.289730191230774,1.2825649976730347,0.6190476190476191,0.4851754385964912,0.5519419237749547,0.4921550975282319
1,8,8,10,50,1.1741348505020142,0.5979487179487178,0.4169672253132368,0.47840659340659347,0.4195192223072812,1.2647572755813599,1.3133528232574463,0.5833333333333334,0.4564486975013291,0.5417624521072797,0.4892133535222438
1,8,8,10,80,1.3418632745742798,0.55,0.30388728446779933,0.3749999999999999,0.30308672828565475,1.342377781867981,1.4240667819976807,0.47619047619047616,0.2787301587301587,0.3944444444444445,0.31275362318840577
1,8,8,10,100,1.193741798400879,0.573846153846154,0.37511196602234365,0.45355058734369086,0.3842628315243309,1.3016619682312012,1.3356244564056396,0.5714285714285714,0.4436507936507937,0.5413026819923371,0.4807978036175711
1,8,8,20,20,1.2394365072250366,0.5625641025641026,0.33477920710139775,0.4264001515725653,0.34761428315929577,1.2847484350204468,1.3382993936538696,0.5595238095238095,0.40537323037323036,0.5079693486590038,0.4300312091009765
1,8,8,20,50,1.1354703903198242,0.5764102564102564,0.3796740568351217,0.44869600227358847,0.38971250423253,1.2889026403427124,1.272993803024292,0.5833333333333334,0.5301465785676311,0.5102460173422061,0.5066913286911496
1,8,8,20,80,1.2281862497329712,0.5748717948717951,0.33398765734726504,0.4454225085259569,0.36303268897768537,1.3038465976715088,1.3319902420043945,0.5595238095238095,0.39049450549450554,0.49176245210727965,0.42331348397096014
1,8,8,20,100,1.1135571002960205,0.5620512820512821,0.3611543463009293,0.4192672413793103,0.3590413886467513,1.2956806421279907,1.282013177871704,0.6190476190476191,0.5825906120023767,0.5602540834845734,0.5602597402597402
2,2,2,2,20,1.5636370182037354,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5312288999557495,1.554625391960144,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
2,2,2,2,50,1.158581256866455,0.5635897435897436,0.3523015735887914,0.44574649488442597,0.37508173660475713,1.2311091423034668,1.2395150661468506,0.6547619047619048,0.4860869565217391,0.5394736842105263,0.5033282469071942
2,2,2,2,80,1.2752151489257812,0.4535897435897436,0.17127592146076914,0.29564039408867,0.2086684567140478,1.330700397491455,1.2950612306594849,0.6547619047619048,0.5535551594375123,0.6501068763863682,0.5590177686265537
2,2,2,2,100,1.1913045644760132,0.5030769230769231,0.26540187359380973,0.36220917014020465,0.29249342695633807,1.2939773797988892,1.2861629724502563,0.6190476190476191,0.4835387488328665,0.5522383545069569,0.4994400235779546
2,2,2,5,20,1.5634204149246216,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5307142734527588,1.5549116134643555,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
2,2,2,5,50,1.5637248754501343,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.530900478363037,1.554986834526062,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
2,2,2,5,80,1.5635206699371338,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5302200317382812,1.5551248788833618,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
2,2,2,5,100,1.2645553350448608,0.6043589743589745,0.3346484701290913,0.48242895035998495,0.38715094670387706,1.2642515897750854,1.310150384902954,0.5952380952380952,0.3493157894736842,0.5328735632183907,0.4213604488078541
2,2,2,10,20,1.3142377138137817,0.5466666666666667,0.2525576197873373,0.3807351269420234,0.29516325939782245,1.3186157941818237,1.3625818490982056,0.5119047619047619,0.3507142857142857,0.4546360153256705,0.3900514196288844
2,2,2,10,50,1.563515305519104,0.38179487179487176,0.07635897435897437,0.19999999999999993,0.11029846849982593,1.5308418273925781,1.5548803806304932,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
2,2,2,10,80,1.352691650390625,0.4766666666666667,0.2293308191105952,0.2978438802576734,0.22482993888013747,1.3684906959533691,1.421921730041504,0.4880952380952381,0.304047619047619,0.4264367816091954,0.3436998394863564
2,2,2,10,100,1.5634666681289673,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.530938982963562,1.5545870065689087,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
2,2,2,20,20,1.563413381576538,0.38179487179487176,0.07635897435897437,0.19999999999999993,0.11029846849982593,1.5311113595962524,1.5541002750396729,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
2,2,2,20,50,1.5634232759475708,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5307652950286865,1.554754376411438,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
2,2,2,20,80,1.3892712593078613,0.5271794871794871,0.22670668687999612,0.35054945054945047,0.25826937538198513,1.3274247646331787,1.4204035997390747,0.47619047619047616,0.265625,0.3888888888888889,0.2983575564220725
2,2,2,20,100,1.563502550125122,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5308349132537842,1.554806113243103,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
2,4,4,2,20,1.1688852310180664,0.6041025641025641,0.41476910878287104,0.4805001894657067,0.43649562304616246,1.2577756643295288,1.3296838998794556,0.5833333333333334,0.44158536585365854,0.5286590038314176,0.4713167534220166
2,4,4,2,50,1.368597149848938,0.5448717948717949,0.26520213336073384,0.3695054945054944,0.28681462037837235,1.334830641746521,1.4265379905700684,0.44047619047619047,0.2541666666666667,0.35421455938697316,0.2841555977229601
2,4,4,2,80,1.0194082260131836,0.6528205128205129,0.5300280504845096,0.5873863205759757,0.5443269817465299,1.1700890064239502,1.1159008741378784,0.8095238095238095,0.7311904761904762,0.7208812260536399,0.717359101129593
2,4,4,2,100,1.4407187700271606,0.5294871794871795,0.2002892879025677,0.353021978021978,0.25526850885481567,1.368787169456482,1.4872475862503052,0.4166666666666667,0.15454545454545454,0.3333333333333333,0.2109941520467836
2,4,4,5,20,1.2118358612060547,0.5800000000000001,0.333784871351552,0.4416199317923456,0.3686475255798372,1.288171648979187,1.3228051662445068,0.5714285714285714,0.4171789450859219,0.5075478927203065,0.45018618618618617
2,4,4,5,50,1.2970167398452759,0.5661538461538462,0.3088367577808745,0.45228874573702144,0.3627033405204969,1.319714903831482,1.3915512561798096,0.5119047619047619,0.2839406207827261,0.46819923371647504,0.3505021520803443
2,4,4,5,80,1.2246748208999634,0.5866666666666667,0.3777003733329366,0.46282303902993566,0.3938072297391479,1.2850048542022705,1.3520368337631226,0.5357142857142857,0.36444831591173055,0.46819923371647504,0.4027838827838828
2,4,4,5,100,1.1729007959365845,0.5574358974358975,0.3309016209696384,0.42210875331564984,0.356370309617486,1.284579873085022,1.3322020769119263,0.5595238095238095,0.4270790020790021,0.5204214559386973,0.45580192165558026
2,4,4,10,20,1.2476155757904053,0.5746153846153847,0.3532210448183567,0.45007768093975,0.368463672100926,1.278663992881775,1.3121134042739868,0.6071428571428571,0.4636974789915966,0.567088122605364,0.4873905064462402
2,4,4,10,50,1.1043287515640259,0.6266666666666667,0.5062520661078338,0.5401747821144374,0.49587929679570997,1.2306087017059326,1.2079416513442993,0.7142857142857143,0.6478561789088104,0.6286045573704375,0.6262231184092466
2,4,4,10,80,1.2120145559310913,0.5966666666666667,0.35157656406576476,0.4795519136036378,0.3912417803341669,1.280787467956543,1.2722053527832031,0.6071428571428571,0.46078431372549017,0.5386085904416212,0.48190669371196754
2,4,4,10,100,1.0621628761291504,0.6148717948717948,0.47904050254774366,0.5108990147783251,0.47404317159493353,1.2703114748001099,1.2942924499511719,0.6071428571428571,0.567418699186992,0.5262613430127041,0.5250012127091923
2,4,4,20,20,1.3894654512405396,0.5384615384615385,0.23114961435629888,0.36263736263736257,0.2688501272404771,1.3239458799362183,1.4171934127807617,0.5,0.4225641025641026,0.4222222222222222,0.32340425531914896
2,4,4,20,50,1.2611088752746582,0.5428205128205128,0.2894956634475548,0.4100663129973475,0.32631687233402445,1.3031737804412842,1.3426061868667603,0.5714285714285714,0.5384615384615384,0.5279693486590038,0.4446197991391679
2,4,4,20,80,1.2259271144866943,0.5746153846153846,0.34810128253895517,0.44631868131868135,0.36980696645576716,1.2898931503295898,1.3264868259429932,0.5476190476190477,0.3697073170731707,0.47176245210727974,0.4076190476190476
2,4,4,20,100,1.2439398765563965,0.5589743589743589,0.32571115908046483,0.4094808639636225,0.3290583846251304,1.3055638074874878,1.3350945711135864,0.5714285714285714,0.4415942028985508,0.5326436781609195,0.47360962793457084
2,8,8,2,20,1.2797303199768066,0.46384615384615374,0.17538709219866583,0.3221996968548692,0.22450337986494456,1.2741179466247559,1.3092706203460693,0.6071428571428571,0.349004329004329,0.5333333333333333,0.4214883897982489
2,8,8,2,50,1.3033066987991333,0.5369230769230768,0.2747461373391525,0.41009473285335357,0.32268484458506647,1.3299641609191895,1.3989900350570679,0.4880952380952381,0.27484251168461693,0.45440613026819926,0.3384778012684989
2,8,8,2,80,1.4411498308181763,0.535897435897436,0.20659560931151655,0.35989010989010983,0.26242928443724023,1.3568350076675415,1.4721879959106445,0.42857142857142855,0.163049853372434,0.3708812260536399,0.22630272952853597
2,8,8,2,100,1.444321632385254,0.537948717948718,0.20711835136387763,0.3626563092080333,0.2634271856120486,1.3832907676696777,1.4876079559326172,0.4166666666666667,0.15454545454545454,0.3333333333333333,0.2109941520467836
2,8,8,5,20,1.2647249698638916,0.5748717948717949,0.29245941963558697,0.4390981432360743,0.34416381002769464,1.28534996509552,1.3319225311279297,0.5714285714285714,0.3443305374339857,0.5190804597701149,0.4115151515151515
2,8,8,5,50,1.1906193494796753,0.596923076923077,0.3990295713243014,0.46886131110269036,0.4049706742065299,1.2759203910827637,1.3329166173934937,0.5476190476190477,0.4307936507936508,0.5210727969348659,0.4652454780361757
2,8,8,5,80,1.2857693433761597,0.5653846153846155,0.302323554069917,0.44310344827586223,0.3528724831675673,1.3072240352630615,1.3632640838623047,0.5595238095238095,0.31155889724310776,0.5175478927203065,0.38383084577114424
2,8,8,5,100,1.4356554746627808,0.5328205128205129,0.2018831359020698,0.35673550587343683,0.25762413721622807,1.3573477268218994,1.465910792350769,0.44047619047619047,0.16825396825396824,0.37777777777777777,0.2327536231884058
2,8,8,10,20,1.3684720993041992,0.5428205128205128,0.2596807249856359,0.3673076923076922,0.28127847742663814,1.33951997756958,1.4143846035003662,0.47619047619047616,0.2901404151404151,0.4,0.32467519181585675
2,8,8,10,50,1.3235453367233276,0.5223076923076924,0.2541319099110647,0.34532967032967016,0.27393487308143116,1.3384135961532593,1.4237298965454102,0.4523809523809524,0.27698924731182795,0.38199233716475095,0.30835830835830835
2,8,8,10,80,1.1862514019012451,0.5561538461538462,0.34679101307914656,0.42404319818112923,0.3551075908741087,1.2794612646102905,1.3352868556976318,0.5714285714285714,0.4584175084175085,0.550191570881226,0.4934778417615946
2,8,8,10,100,1.1991450786590576,0.5702564102564105,0.38403084554947176,0.44074838954149315,0.3782202060237338,1.3028595447540283,1.339599609375,0.5357142857142857,0.4066483516483517,0.4988505747126436,0.4416114911080712
2,8,8,20,20,1.2607998847961426,0.5671794871794872,0.34448292069822245,0.4261865289882531,0.33918983645753226,1.264298677444458,1.2429840564727783,0.6785714285714286,0.4740259740259741,0.5616959064327485,0.5037446349173713
2,8,8,20,50,1.2269389629364014,0.5641025641025641,0.35237402445253846,0.4294316028798788,0.35810871285178614,1.2982970476150513,1.3253148794174194,0.5952380952380952,0.46438746438746437,0.5648659003831418,0.5028795518207282
2,8,8,20,80,1.2198435068130493,0.5748717948717949,0.36383881623226927,0.4501913603637743,0.3795641845404495,1.2916241884231567,1.3074578046798706,0.5833333333333334,0.43608058608058614,0.5362068965517242,0.4748491704374057
2,8,8,20,100,1.2098082304000854,0.5902564102564102,0.3989598858898803,0.4674497915877225,0.40091265568516943,1.302086591720581,1.3363516330718994,0.5595238095238095,0.42411483253588517,0.518199233716475,0.46117353734758704
3,2,2,2,20,1.5637125968933105,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5311377048492432,1.5543590784072876,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,2,50,1.5639870166778564,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5310559272766113,1.5552228689193726,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,2,80,1.2341907024383545,0.5761538461538461,0.3606541998245474,0.4566578249336869,0.39149045522885645,1.2850263118743896,1.314224123954773,0.5833333333333334,0.40883333333333327,0.5315325670498084,0.45085326438267614
3,2,2,2,100,1.5642178058624268,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5311826467514038,1.5554001331329346,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,5,20,1.3671642541885376,0.5397435897435898,0.24636702826044826,0.36401098901098894,0.28630702728062357,1.3485804796218872,1.4178540706634521,0.47619047619047616,0.3190476190476191,0.4,0.33623569794050345
3,2,2,5,50,1.5640040636062622,0.3894871794871795,0.09279924537533238,0.20302197802197794,0.11656713483870938,1.5310356616973877,1.5554389953613281,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,5,80,1.5602021217346191,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5248676538467407,1.5506479740142822,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,5,100,1.3642984628677368,0.5374358974358974,0.30846002499491215,0.40917771883289117,0.3421243808216214,1.4319382905960083,1.4492454528808594,0.4166666666666667,0.37839607201309333,0.43386973180076627,0.3673319606497369
3,2,2,10,20,1.5634095668792725,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5313175916671753,1.5541808605194092,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,10,50,1.5634815692901611,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5308723449707031,1.5545556545257568,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,10,80,1.5634623765945435,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5308728218078613,1.554689884185791,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,10,100,1.5636711120605469,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5310208797454834,1.5548619031906128,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,20,20,1.5633282661437988,0.3828205128205128,0.07656410256410257,0.19999999999999993,0.11060351705338738,1.530977725982666,1.5542386770248413,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,20,50,1.5634018182754517,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5309107303619385,1.5544860363006592,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,20,80,1.5634256601333618,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.530812382698059,1.554600715637207,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,2,2,20,100,1.5635099411010742,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.5308955907821655,1.5547103881835938,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,4,4,2,20,1.3366283178329468,0.5120512820512821,0.2411540502498333,0.3343406593406594,0.2689945318703079,1.3482378721237183,1.4270964860916138,0.4642857142857143,0.2822916666666667,0.38333333333333336,0.31198608475648326
3,4,4,2,50,1.2276220321655273,0.5889743589743589,0.34743627811966044,0.4808364910951117,0.3933704451337595,1.288345456123352,1.2992459535598755,0.6190476190476191,0.4946364221364221,0.5681952006452914,0.49677689014730164
3,4,4,2,80,1.4099292755126953,0.5415384615384615,0.2088809945998819,0.365934065934066,0.2653391200649293,1.3410695791244507,1.4168310165405273,0.4880952380952381,0.210625,0.4,0.2747311827956989
3,4,4,2,100,1.3762216567993164,0.5448717948717949,0.2674965310795671,0.36964759378552475,0.2888473051839167,1.327459454536438,1.419264793395996,0.4523809523809524,0.24975579975579976,0.3611111111111111,0.2851457800511509
3,4,4,5,20,1.3026622533798218,0.5097435897435897,0.2475042569451572,0.37756536566881393,0.29066869982876853,1.2940056324005127,1.3538504838943481,0.5714285714285714,0.34101558243434676,0.5190804597701149,0.4114732537841651
3,4,4,5,50,1.3662734031677246,0.545128205128205,0.2692822029467752,0.36978021978021985,0.2901622908514863,1.3353033065795898,1.426220178604126,0.4642857142857143,0.27157738095238093,0.37777777777777777,0.3011414392059553
3,4,4,5,80,1.1969585418701172,0.5066666666666667,0.25717080891556604,0.3643387646835923,0.28742386356527433,1.2872105836868286,1.3107560873031616,0.6071428571428571,0.4735897435897436,0.5653256704980842,0.5088235294117647
3,4,4,5,100,1.2815237045288086,0.556923076923077,0.2875398043322442,0.41554045092838204,0.3309044015280756,1.291975736618042,1.338045597076416,0.5833333333333334,0.45294117647058824,0.5196612220205686,0.45867542419266566
3,4,4,10,20,1.2557884454727173,0.5192307692307693,0.25185721867025196,0.38061197423266374,0.2952880605535195,1.2900470495224,1.334452509880066,0.5714285714285714,0.34482529854046884,0.5093103448275862,0.4092735999233982
3,4,4,10,50,1.3538343906402588,0.5507692307692308,0.28618138926803516,0.3758241758241757,0.3065857930798555,1.3332979679107666,1.4341771602630615,0.44047619047619047,0.23025641025641025,0.3388888888888889,0.2620709219858156
3,4,4,10,80,1.3624314069747925,0.5238461538461539,0.26220152534006586,0.34697802197802186,0.2836381351544553,1.3407458066940308,1.4183759689331055,0.47619047619047616,0.29389400921658987,0.4097701149425287,0.3321266968325792
3,4,4,10,100,1.1038625240325928,0.6317948717948716,0.5029536762550372,0.5707938613111027,0.521115780016554,1.1987947225570679,1.1538383960723877,0.7619047619047619,0.7129588677576294,0.6879612825166364,0.6963311055416319
3,4,4,20,20,1.2982522249221802,0.5361538461538462,0.2263021729781633,0.36850701023114824,0.2756983898763448,1.3341706991195679,1.3477846384048462,0.5714285714285714,0.4422720751271684,0.5335249042145593,0.46422785043474696
3,4,4,20,50,1.2432150840759277,0.5615384615384615,0.33025245783274326,0.42597953770367564,0.34761126016946153,1.2811411619186401,1.3325376510620117,0.5714285714285714,0.4383333333333333,0.5237547892720307,0.4573367808661926
3,4,4,20,80,1.3260833024978638,0.5512820512820513,0.24434118395068943,0.3925658393330807,0.29583057345735814,1.2906677722930908,1.3126164674758911,0.6071428571428571,0.4370409982174689,0.5119378907037709,0.45254290662887736
3,4,4,20,100,1.2836675643920898,0.545128205128205,0.26389542500968527,0.37802197802197796,0.29644239317325294,1.3037155866622925,1.2914758920669556,0.6190476190476191,0.4382097186700767,0.5065537406735229,0.4588571428571429
