Hidden,Loss_final,Accuracy_eval,Precision_eval,Recall_eval,F1_eval,Loss_eval,Loss_tst,Accuracy_tst,Precision_tst,Recall_tst,F1_tst
10,1.461032748222351,0.4556410256410256,0.20978667035381576,0.2739010989010989,0.19881225337981479,1.422240972518921,1.469519853591919,0.47619047619047616,0.21597892888498685,0.3833333333333333,0.2725574712643678
20,1.3890777826309204,0.5115384615384616,0.27063924754467517,0.3337912087912087,0.26777368669324675,1.3601421117782593,1.4211453199386597,0.4880952380952381,0.20634920634920634,0.4,0.27154150197628457
40,1.3070194721221924,0.5617948717948719,0.27061180807150903,0.4064816218264493,0.31113983264915146,1.3040797710418701,1.3686654567718506,0.5595238095238095,0.4328280132379631,0.5177394636015326,0.4306800726155565
60,1.285657286643982,0.5671794871794873,0.296720335828573,0.4341625615763546,0.3398514456547805,1.2970181703567505,1.3657785654067993,0.5476190476190477,0.32703853955375256,0.4955172413793103,0.3898809523809524
