Embedding,k,Hidden,Loss_final,R2_eval,Loss_eval,R2_tst,Loss_tst,Loss_nodes
3,2,10,0.021981095895171165,0.5360419750213623,0.03306036442518234,0.554015425893197,0.027658574283123016,"[0.009107617661356926, 0.00783311203122139, 0.01740647293627262, 0.033132754266262054, 0.029993562027812004, 0.033171672374010086, 0.017051344737410545, 0.02684563212096691, 0.04282425716519356, 0.02613324485719204, 0.03642020747065544, 0.01946781761944294, 0.014748353511095047, 0.04348142445087433, 0.027741795405745506, 0.03430035337805748, 0.030392182990908623, 0.03401705250144005, 0.030951036140322685, 0.033777866512537, 0.03794371709227562, 0.024629009887576103, 0.024776695296168327]"
3,3,10,0.023785557597875595,0.10556735098361969,0.04806094989180565,0.22305236288781402,0.038465723395347595,"[0.023235267028212547, 0.015856418758630753, 0.02107568085193634, 0.02814963459968567, 0.04056985303759575, 0.06260670721530914, 0.025079792365431786, 0.042014967650175095, 0.036705732345581055, 0.042259618639945984, 0.04731322452425957, 0.019650204107165337, 0.017444858327507973, 0.053953029215335846, 0.09437685459852219, 0.030738351866602898, 0.030855657532811165, 0.04172758385539055, 0.03215598687529564, 0.05631190165877342, 0.034915875643491745, 0.049248289316892624, 0.03846609964966774]"
3,4,10,0.027933742851018906,-0.03515033796429634,0.055551327764987946,0.019485943918908465,0.04709331691265106,"[0.03281192481517792, 0.012155367992818356, 0.021321861073374748, 0.06323179602622986, 0.03601321205496788, 0.06145868077874184, 0.055708207190036774, 0.030528591945767403, 0.07604295760393143, 0.0320545993745327, 0.051036249846220016, 0.03133812174201012, 0.03125527873635292, 0.04729011282324791, 0.05998053401708603, 0.07146663218736649, 0.048000577837228775, 0.05051066726446152, 0.061450984328985214, 0.06314874440431595, 0.05951545387506485, 0.04706220328807831, 0.03976348415017128]"
3,2,20,0.020465558394789696,0.43903374671936035,0.034876272082328796,0.44159348224790607,0.031570639461278915,"[0.01445863489061594, 0.014402959495782852, 0.02129790000617504, 0.029895013198256493, 0.02736796624958515, 0.036455366760492325, 0.03121328540146351, 0.025748616084456444, 0.04668153449892998, 0.0325002484023571, 0.03590596839785576, 0.021580399945378304, 0.02165348082780838, 0.03323286399245262, 0.036459825932979584, 0.041286174207925797, 0.031576693058013916, 0.04924178123474121, 0.032929275184869766, 0.039797551929950714, 0.0427495576441288, 0.0301103163510561, 0.02957932837307453]"
3,3,20,0.020991329103708267,0.22993989288806915,0.04305439814925194,0.37080125301805666,0.034564316272735596,"[0.01562979631125927, 0.011435199528932571, 0.031035013496875763, 0.03032349981367588, 0.028709812089800835, 0.03663153946399689, 0.042374685406684875, 0.03349296376109123, 0.04415493831038475, 0.04106052592396736, 0.03364089876413345, 0.02637471631169319, 0.023847298696637154, 0.03759622201323509, 0.04025903716683388, 0.040792081505060196, 0.03792360797524452, 0.04730626195669174, 0.03334904462099075, 0.041728775948286057, 0.041548267006874084, 0.03490029275417328, 0.04086481034755707]"
3,4,20,0.022808212786912918,0.08987170457839966,0.04855024442076683,0.2721999023920825,0.03937120735645294,"[0.03808220475912094, 0.014528513886034489, 0.018179284408688545, 0.030588561668992043, 0.030482826754450798, 0.05984934791922569, 0.030324624851346016, 0.03663894534111023, 0.036756593734025955, 0.04589652642607689, 0.056652773171663284, 0.022961299866437912, 0.012715930119156837, 0.06104689836502075, 0.08979788422584534, 0.03235890716314316, 0.03470233455300331, 0.04175932705402374, 0.03340191766619682, 0.05888665094971657, 0.0378677137196064, 0.036226484924554825, 0.04583222046494484]"
3,2,50,0.01915326900780201,0.33752813935279846,0.036578524857759476,0.38539526988869,0.03352993354201317,"[0.01746223121881485, 0.017997216433286667, 0.029970873147249222, 0.029893219470977783, 0.029721451923251152, 0.03699825704097748, 0.02827213890850544, 0.02897901087999344, 0.04172233119606972, 0.0369332991540432, 0.03772931173443794, 0.026146767660975456, 0.019630543887615204, 0.024810612201690674, 0.040941208600997925, 0.045436836779117584, 0.03442775458097458, 0.03953937441110611, 0.03557874262332916, 0.04732401669025421, 0.04486028850078583, 0.04311782866716385, 0.033695146441459656]"
3,3,50,0.019349422305822372,0.06719062477350235,0.046467915177345276,0.25301097357217245,0.039359960705041885,"[0.02224607765674591, 0.025431811809539795, 0.022271614521741867, 0.033485569059848785, 0.030878452584147453, 0.048488304018974304, 0.02540656179189682, 0.037134673446416855, 0.04770868644118309, 0.04352850094437599, 0.034397970885038376, 0.026923654600977898, 0.028255552053451538, 0.0418032743036747, 0.06838906556367874, 0.0437387190759182, 0.043999314308166504, 0.048922691494226456, 0.04178881645202637, 0.059540580958127975, 0.05039418861269951, 0.040233708918094635, 0.04031144082546234]"
3,4,50,0.020668059587478638,0.1368899643421173,0.04303685575723648,0.36794194583314005,0.035399358719587326,"[0.02274554967880249, 0.01697533391416073, 0.022125422954559326, 0.035696033388376236, 0.03293875232338905, 0.04967367276549339, 0.022548725828528404, 0.028767092153429985, 0.044585708528757095, 0.029861146584153175, 0.04109099879860878, 0.028707515448331833, 0.013192878104746342, 0.04241946339607239, 0.05539878457784653, 0.04194086417555809, 0.0341082438826561, 0.04237287864089012, 0.03534286841750145, 0.05115684121847153, 0.041275832802057266, 0.051690079271793365, 0.029570428654551506]"
3,2,100,0.018606074154376984,0.32270708680152893,0.0369248129427433,0.3726081394163023,0.033483389765024185,"[0.01708306558430195, 0.014498520642518997, 0.025794409215450287, 0.028752606362104416, 0.02599913440644741, 0.04097273200750351, 0.029187148436903954, 0.031238246709108353, 0.03954056277871132, 0.041205428540706635, 0.03424053639173508, 0.025055550038814545, 0.02481953427195549, 0.028991268947720528, 0.04405565932393074, 0.0369512178003788, 0.03951222822070122, 0.04799269512295723, 0.03720759227871895, 0.042794421315193176, 0.040935829281806946, 0.03267964348196983, 0.04060995951294899]"
3,3,100,0.019635481759905815,0.2908684313297272,0.03733823448419571,0.42564157393114466,0.03156990557909012,"[0.015644682571291924, 0.01270585972815752, 0.014934215694665909, 0.03411063179373741, 0.02696644701063633, 0.03823252394795418, 0.02343880943953991, 0.029892612248659134, 0.04480740427970886, 0.03311767056584358, 0.032185085117816925, 0.02127428725361824, 0.024784183129668236, 0.028117315843701363, 0.03976329788565636, 0.03871423378586769, 0.03295338898897171, 0.04991801083087921, 0.035425104200839996, 0.037382178008556366, 0.043028805404901505, 0.030516022816300392, 0.038195013999938965]"
3,4,100,0.020904982462525368,0.16151247918605804,0.04130934923887253,0.343645565151152,0.034816060215234756,"[0.01708173006772995, 0.014947435818612576, 0.02356722205877304, 0.033425625413656235, 0.0365048311650753, 0.043853167444467545, 0.03491609916090965, 0.03706962987780571, 0.04155853018164635, 0.039899278432130814, 0.04518263041973114, 0.024364618584513664, 0.01827135495841503, 0.033400751650333405, 0.044318705797195435, 0.04118574783205986, 0.03642137348651886, 0.04384584352374077, 0.03424493968486786, 0.04012474790215492, 0.041013482958078384, 0.03420460596680641, 0.0413670539855957]"
