Hidden Size,Dropout,loss_final,r2_eval_final,loss_eval_final,r2_test,loss_test,loss_nodes
16,0.2,0.004217044450342655,-1.459521770477295,0.004083360079675913,-1.731967638227696,0.00475397938862443,"[[0.0010456854943186045, 0.0015521199675276875, 0.002577408216893673, 0.0015234950697049499, 0.0025341103319078684, 0.001464538392610848, 0.003220214042812586, 0.004792336840182543, 0.003834282048046589, 0.004306911490857601, 0.004673491232097149, 0.005083987955003977, 0.004571740981191397, 0.005799226928502321, 0.006120365113019943, 0.007289999630302191, 0.009009337984025478, 0.00706308800727129, 0.008929640054702759, 0.009687600657343864]]"
16,0.5,0.004190646577626467,-1.4370789527893066,0.004052705597132444,-1.7057520881719215,0.004715447314083576,"[[0.001034405897371471, 0.0015231779543682933, 0.002547136740759015, 0.0015134522691369057, 0.002514390042051673, 0.001454669050872326, 0.003197017125785351, 0.0047414363361895084, 0.0037761665880680084, 0.004245399497449398, 0.004639501683413982, 0.005039237439632416, 0.004563300404697657, 0.005751277320086956, 0.0061286878772079945, 0.0072506507858633995, 0.008914275094866753, 0.007038229610770941, 0.008861204609274864, 0.00957534834742546]]"
16,0.8,0.004195153713226318,-1.441754937171936,0.004055287688970566,-1.7117649782075846,0.0047220210544764996,"[[0.0010312728118151426, 0.001533708069473505, 0.0025429450906813145, 0.0015007929177954793, 0.002515708329156041, 0.0014577592955902219, 0.0032189618796110153, 0.004753604996949434, 0.003779405727982521, 0.0042635067366063595, 0.004659560509026051, 0.005046824458986521, 0.004574615973979235, 0.005771734286099672, 0.00607397872954607, 0.007263056002557278, 0.008971884846687317, 0.007032012566924095, 0.008857863955199718, 0.009591236710548401]]"
32,0.2,0.003876025089994073,-1.2020256519317627,0.0036717478651553392,-1.4884447430026353,0.0042388178408145905,"[[0.0017460128292441368, 0.0019829561933875084, 0.0013829419622197747, 0.002532996004447341, 0.001938186353072524, 0.003169676521793008, 0.002214261796325445, 0.0021805253345519304, 0.003868485102429986, 0.002411911729723215, 0.004574952181428671, 0.005473218392580748, 0.005004614591598511, 0.004883459769189358, 0.005379104521125555, 0.0053166733123362064, 0.006615067832171917, 0.006535166408866644, 0.00831541232764721, 0.009250746108591557]]"
32,0.5,0.0038669316563755274,-1.1937737464904785,0.003633905900642276,-1.4550814952581543,0.004208940546959639,"[[0.0017280502943322062, 0.001951984828338027, 0.00136514229234308, 0.0025136256590485573, 0.0019267030293121934, 0.003157413098961115, 0.0022161994129419327, 0.00216408702544868, 0.0038172397762537003, 0.0023538002278655767, 0.0045549203641712666, 0.005455812439322472, 0.004946486093103886, 0.00478062080219388, 0.005383494775742292, 0.005284721497446299, 0.006598906125873327, 0.00652121938765049, 0.008270391263067722, 0.009188000112771988]]"
32,0.8,0.0038654759991914034,-1.1953718662261963,0.003632256528362632,-1.45330156295956,0.004204955883324146,"[[0.0017282096669077873, 0.0019592642784118652, 0.0013782205060124397, 0.002496645785868168, 0.0019269357435405254, 0.003144314745441079, 0.00220175227150321, 0.002154134912416339, 0.00381785212084651, 0.00232850294560194, 0.004543971735984087, 0.005457967985421419, 0.004958296660333872, 0.004764004144817591, 0.005345864221453667, 0.005277271382510662, 0.006593107711523771, 0.0065415180288255215, 0.008289378136396408, 0.009191903285682201]]"
64,0.2,0.0040392763912677765,-1.3523730039596558,0.00390918692573905,-1.6096379857021283,0.00451008602976799,"[[0.0011485583381727338, 0.0012062021996825933, 0.0029101092368364334, 0.002189774066209793, 0.0023524006828665733, 0.002013979945331812, 0.002462579170241952, 0.002561948262155056, 0.003427161369472742, 0.004199047572910786, 0.005742103327065706, 0.004777087364345789, 0.005198182538151741, 0.005548490677028894, 0.006144807208329439, 0.00731539586558938, 0.008654884994029999, 0.007263283245265484, 0.0068769981153309345, 0.00820873212069273]]"
64,0.5,0.004028710536658764,-1.3239980936050415,0.003881248878315091,-1.5751092622202685,0.004475513007491827,"[[0.001124858041293919, 0.0012095420388504863, 0.002854094607755542, 0.0021732975728809834, 0.002260626759380102, 0.002017119200900197, 0.0024804018903523684, 0.00257659493945539, 0.0033937119878828526, 0.004119661636650562, 0.00565820187330246, 0.004760561510920525, 0.005123869050294161, 0.005566602107137442, 0.0061399973928928375, 0.007263447158038616, 0.008602779358625412, 0.0071987584233284, 0.006810091435909271, 0.008176046423614025]]"
64,0.8,0.00403003953397274,-1.3265782594680786,0.0038852859288454056,-1.5840436806195306,0.00447702594101429,"[[0.0011395247420296073, 0.0011804013047367334, 0.002874941099435091, 0.0021589973475784063, 0.00236699590459466, 0.0020133291836827993, 0.002464300487190485, 0.002550265518948436, 0.0034291513729840517, 0.00416739284992218, 0.005673946347087622, 0.004810098558664322, 0.005150339100509882, 0.005504652392119169, 0.006100621540099382, 0.007274108938872814, 0.008577324450016022, 0.007202277425676584, 0.006776833441108465, 0.008125029504299164]]"
